"GeneID" "Length"
"19952" "Bra020016" 999
"19953" "Bra020017" 1485
"19954" "Bra020018" 723
"19955" "Bra020019" 981
"19956" "Bra020020" 969
"19957" "Bra020021" 969
"19958" "Bra020022" 969
"19959" "Bra020023" 888
"19960" "Bra020024" 1377
"19961" "Bra020025" 1116
"19962" "Bra020026" 1158
"19963" "Bra020027" 501
"19964" "Bra020028" 537
"19965" "Bra020029" 630
"19966" "Bra020030" 408
"19967" "Bra020031" 360
"19968" "Bra020032" 1008
"19969" "Bra020033" 408
"19970" "Bra020034" 741
"19971" "Bra020035" 1554
"19972" "Bra020036" 906
"19973" "Bra020037" 1314
"19974" "Bra020038" 2709
"19975" "Bra020039" 3111
"19976" "Bra020040" 1605
"19977" "Bra020041" 2064
"19978" "Bra020042" 1497
"19979" "Bra020043" 678
"19980" "Bra020044" 2223
"19981" "Bra020045" 999
"19982" "Bra020046" 1389
"19983" "Bra020047" 1218
"19984" "Bra020048" 1485
"19985" "Bra020049" 432
"19986" "Bra020050" 1752
"19987" "Bra020051" 450
"19988" "Bra020052" 1866
"19989" "Bra020053" 282
"19990" "Bra020054" 471
"19991" "Bra020055" 621
"19992" "Bra020056" 876
"19993" "Bra020057" 291
"19994" "Bra020058" 1527
"19995" "Bra020059" 1269
"19996" "Bra020060" 900
"19997" "Bra020061" 1353
"19998" "Bra020062" 1353
"19999" "Bra020063" 756
"20000" "Bra020064" 384
"20001" "Bra020065" 3240
"20002" "Bra020066" 2049
"20003" "Bra020067" 777
"20004" "Bra020068" 552
"20005" "Bra020069" 1170
"20006" "Bra020070" 909
"20007" "Bra020071" 990
"20008" "Bra020072" 975
"20009" "Bra020073" 1185
"20010" "Bra020074" 576
"20011" "Bra020075" 1752
"20012" "Bra020076" 972
"20013" "Bra020077" 1086
"20014" "Bra020078" 918
"20015" "Bra020079" 2166
"20016" "Bra020080" 942
"20017" "Bra020081" 1395
"20018" "Bra020082" 2076
"20019" "Bra020083" 1209
"20020" "Bra020084" 336
"20021" "Bra020085" 291
"20022" "Bra020086" 567
"20023" "Bra020087" 627
"20024" "Bra020088" 798
"20025" "Bra020089" 315
"20026" "Bra020090" 585
"20027" "Bra020091" 2271
"20028" "Bra020092" 531
"20029" "Bra020093" 612
"20030" "Bra020094" 2451
"20031" "Bra020095" 987
"20032" "Bra020096" 3093
"20033" "Bra020097" 555
"20034" "Bra020098" 681
"20035" "Bra020099" 984
"20036" "Bra020100" 1032
"20037" "Bra020101" 1719
"20038" "Bra020102" 462
"20039" "Bra020103" 1485
"20040" "Bra020104" 1422
"20041" "Bra020105" 4584
"20042" "Bra020106" 402
"20043" "Bra020107" 765
"20044" "Bra020108" 915
"20045" "Bra020109" 1119
"20046" "Bra020110" 1023
"20047" "Bra020111" 360
"20048" "Bra020112" 3207
"20049" "Bra020113" 636
"20050" "Bra020114" 660
"20051" "Bra020115" 639
"20052" "Bra020116" 264
"20053" "Bra020117" 183
"20054" "Bra020118" 654
"20055" "Bra020119" 432
"20056" "Bra020120" 456
"20057" "Bra020121" 1422
"20058" "Bra020122" 1902
"20059" "Bra020123" 753
"20060" "Bra020124" 762
"20061" "Bra020125" 3303
"20062" "Bra020126" 561
"20063" "Bra020127" 498
"20064" "Bra020128" 387
"20065" "Bra020129" 591
"20066" "Bra020130" 2460
"20067" "Bra020131" 1605
"20068" "Bra020132" 1491
"20069" "Bra020133" 510
"20070" "Bra020134" 1524
"20071" "Bra020135" 666
"20072" "Bra020136" 819
"20073" "Bra020137" 2055
"20074" "Bra020138" 312
"20075" "Bra020139" 1917
"20076" "Bra020140" 4044
"20077" "Bra020141" 696
"20078" "Bra020142" 1248
"20079" "Bra020143" 303
"20080" "Bra020144" 678
"20081" "Bra020145" 1713
"20082" "Bra020146" 1167
"20083" "Bra020147" 912
"20084" "Bra020148" 882
"20085" "Bra020149" 954
"20086" "Bra020150" 636
"20087" "Bra020151" 780
"20088" "Bra020152" 2721
"20089" "Bra020153" 2451
"20090" "Bra020154" 840
"20091" "Bra020155" 450
"20092" "Bra020156" 1326
"20093" "Bra020157" 1554
"20094" "Bra020158" 243
"20095" "Bra020159" 750
"20096" "Bra020160" 1281
"20097" "Bra020161" 939
"20098" "Bra020162" 450
"20099" "Bra020163" 291
"20100" "Bra020164" 486
"20101" "Bra020165" 639
"20102" "Bra020166" 291
"20103" "Bra020167" 1113
"20104" "Bra020168" 2898
"20105" "Bra020169" 1272
"20106" "Bra020170" 741
"20107" "Bra020171" 1320
"20108" "Bra020172" 2094
"20109" "Bra020173" 486
"20110" "Bra020174" 1314
"20111" "Bra020175" 1812
"20112" "Bra020176" 1104
"20113" "Bra020177" 630
"20114" "Bra020178" 489
"20115" "Bra020179" 813
"20116" "Bra020180" 267
"20117" "Bra020181" 327
"20118" "Bra020182" 1032
"20119" "Bra020183" 789
"20120" "Bra020184" 1074
"20121" "Bra020185" 1377
"20122" "Bra020186" 1275
"20123" "Bra020187" 666
"20124" "Bra020188" 708
"20125" "Bra020189" 618
"20126" "Bra020190" 1326
"20127" "Bra020191" 1002
"20128" "Bra020192" 519
"20129" "Bra020193" 594
"20130" "Bra020194" 795
"20131" "Bra020195" 1479
"20132" "Bra020196" 855
"20133" "Bra020197" 843
"20134" "Bra020198" 336
"20135" "Bra020199" 1908
"20136" "Bra020200" 1260
"20137" "Bra020201" 597
"20138" "Bra020202" 450
"20139" "Bra020203" 1299
"20140" "Bra020204" 525
"20141" "Bra020205" 1704
"20142" "Bra020206" 555
"20143" "Bra020207" 840
"20144" "Bra020208" 372
"20145" "Bra020209" 903
"20146" "Bra020210" 1422
"20147" "Bra020211" 1224
"20148" "Bra020212" 1605
"20149" "Bra020213" 4698
"20150" "Bra020214" 1191
"20151" "Bra020215" 2910
"20152" "Bra020216" 1083
"20153" "Bra020217" 1485
"20154" "Bra020218" 1578
"20155" "Bra020219" 1473
"20156" "Bra020220" 1551
"20157" "Bra020221" 843
"20158" "Bra020222" 399
"20159" "Bra020223" 894
"20160" "Bra020224" 906
"20161" "Bra020225" 2445
"20162" "Bra020226" 693
"20163" "Bra020227" 1509
"20164" "Bra020228" 990
"20165" "Bra020229" 837
"20166" "Bra020230" 1467
"20167" "Bra020231" 2160
"20168" "Bra020232" 1041
"20169" "Bra020233" 1101
"20170" "Bra020234" 2088
"20171" "Bra020235" 2772
"20172" "Bra020236" 2541
"20173" "Bra020237" 501
"20174" "Bra020238" 852
"20175" "Bra020239" 1767
"20176" "Bra020240" 1479
"20177" "Bra020241" 1224
"20178" "Bra020242" 747
"20179" "Bra020243" 435
"20180" "Bra020244" 432
"20181" "Bra020245" 423
"20182" "Bra020246" 513
"20183" "Bra020247" 810
"20184" "Bra020248" 180
"20185" "Bra020249" 2538
"20186" "Bra020250" 297
"20187" "Bra020251" 1239
"20188" "Bra020252" 300
"20189" "Bra020253" 1350
"20190" "Bra020254" 1293
"20191" "Bra020255" 1080
"20192" "Bra020256" 552
"20193" "Bra020257" 453
"20194" "Bra020258" 1971
"20195" "Bra020259" 1938
"20196" "Bra020260" 1602
"20197" "Bra020261" 717
"20198" "Bra020262" 1290
"20199" "Bra020263" 372
"20200" "Bra020264" 1245
"20201" "Bra020265" 1161
"20202" "Bra020266" 1488
"20203" "Bra020267" 4113
"20204" "Bra020268" 558
"20205" "Bra020269" 1719
"20206" "Bra020270" 2655
"20207" "Bra020271" 528
"20208" "Bra020272" 2250
"20209" "Bra020273" 657
"20210" "Bra020274" 1881
"20211" "Bra020275" 429
"20212" "Bra020276" 462
"20213" "Bra020277" 450
"20214" "Bra020278" 381
"20215" "Bra020279" 333
"20216" "Bra020280" 483
"20217" "Bra020281" 264
"20218" "Bra020282" 651
"20219" "Bra020283" 375
"20220" "Bra020284" 339
"20221" "Bra020285" 2292
"20222" "Bra020286" 504
"20223" "Bra020287" 1254
"20224" "Bra020288" 177
"20225" "Bra020289" 711
"20226" "Bra020290" 675
"20227" "Bra020291" 258
"20228" "Bra020292" 666
"20229" "Bra020293" 1500
"20230" "Bra020294" 1866
"20231" "Bra020295" 459
"20232" "Bra020296" 1821
"20233" "Bra020297" 312
"20234" "Bra020298" 2418
"20235" "Bra020299" 2667
"20236" "Bra020300" 2376
"20237" "Bra020301" 2046
"20238" "Bra020302" 270
"20239" "Bra020303" 2622
"20240" "Bra020304" 1812
"20241" "Bra020305" 168
"20242" "Bra020306" 1047
"20243" "Bra020307" 369
"20244" "Bra020308" 345
"20245" "Bra020309" 834
"20246" "Bra020310" 1377
"20247" "Bra020311" 816
"20248" "Bra020312" 222
"20249" "Bra020313" 1170
"20250" "Bra020314" 1071
"20251" "Bra020315" 780
"20252" "Bra020316" 726
"20253" "Bra020317" 510
"20254" "Bra020318" 690
"20255" "Bra020319" 1023
"20256" "Bra020320" 828
"20257" "Bra020321" 600
"20258" "Bra020322" 339
"20259" "Bra020323" 336
"20260" "Bra020324" 513
"20261" "Bra020325" 1029
"20262" "Bra020326" 921
"20263" "Bra020327" 921
"20264" "Bra020328" 495
"20265" "Bra020329" 462
"20266" "Bra020330" 711
"20267" "Bra020331" 1515
"20268" "Bra020332" 402
"20269" "Bra020333" 2589
"20270" "Bra020334" 654
"20271" "Bra020335" 939
"20272" "Bra020336" 534
"20273" "Bra020337" 696
"20274" "Bra020338" 2073
"20275" "Bra020339" 999
"20276" "Bra020340" 1434
"20277" "Bra020341" 456
"20278" "Bra020342" 909
"20279" "Bra020343" 1539
"20280" "Bra020344" 489
"20281" "Bra020345" 306
"20282" "Bra020346" 1272
"20283" "Bra020347" 2019
"20284" "Bra020348" 2148
"20285" "Bra020349" 1857
"20286" "Bra020350" 2127
"20287" "Bra020351" 2121
"20288" "Bra020352" 756
"20289" "Bra020353" 870
"20290" "Bra020354" 921
"20291" "Bra020355" 1644
"20292" "Bra020356" 675
"20293" "Bra020357" 1572
"20294" "Bra020358" 441
"20295" "Bra020359" 1785
"20296" "Bra020360" 1062
"20297" "Bra020361" 1587
"20298" "Bra020362" 1047
"20299" "Bra020363" 759
"20300" "Bra020364" 600
"20301" "Bra020365" 546
"20302" "Bra020366" 1410
"20303" "Bra020367" 2766
"20304" "Bra020368" 1437
"20305" "Bra020369" 906
"20306" "Bra020370" 951
"20307" "Bra020371" 1332
"20308" "Bra020372" 1683
"20309" "Bra020373" 840
"20310" "Bra020374" 1332
"20311" "Bra020375" 1536
"20312" "Bra020376" 795
"20313" "Bra020377" 1266
"20314" "Bra020378" 1215
"20315" "Bra020379" 1251
"20316" "Bra020380" 963
"20317" "Bra020381" 630
"20318" "Bra020382" 1662
"20319" "Bra020383" 600
"20320" "Bra020384" 2271
"20321" "Bra020385" 4191
"20322" "Bra020386" 1371
"20323" "Bra020387" 1110
"20324" "Bra020388" 2646
"20325" "Bra020389" 1437
"20326" "Bra020390" 1872
"20327" "Bra020391" 750
"20328" "Bra020392" 477
"20329" "Bra020393" 564
"20330" "Bra020394" 600
"20331" "Bra020395" 2244
"20332" "Bra020396" 648
"20333" "Bra020397" 1056
"20334" "Bra020398" 843
"20335" "Bra020399" 1677
"20336" "Bra020400" 2502
"20337" "Bra020401" 1638
"20338" "Bra020402" 2250
"20339" "Bra020403" 1329
"20340" "Bra020404" 615
"20341" "Bra020405" 258
"20342" "Bra020406" 1089
"20343" "Bra020407" 2313
"20344" "Bra020408" 459
"20345" "Bra020409" 957
"20346" "Bra020410" 423
"20347" "Bra020411" 942
"20348" "Bra020412" 1893
"20349" "Bra020413" 1242
"20350" "Bra020414" 1518
"20351" "Bra020415" 639
"20352" "Bra020416" 258
"20353" "Bra020417" 873
"20354" "Bra020418" 450
"20355" "Bra020419" 2853
"20356" "Bra020420" 555
"20357" "Bra020421" 447
"20358" "Bra020423" 330
"20359" "Bra020424" 276
"20360" "Bra020425" 1029
"20361" "Bra020426" 540
"20362" "Bra020427" 624
"20363" "Bra020428" 999
"20364" "Bra020429" 1575
"20365" "Bra020430" 1878
"20366" "Bra020431" 1086
"20367" "Bra020432" 852
"20368" "Bra020433" 783
"20369" "Bra020434" 858
"20370" "Bra020435" 363
"20371" "Bra020436" 852
"20372" "Bra020437" 453
"20373" "Bra020438" 393
"20374" "Bra020439" 372
"20375" "Bra020440" 372
"20376" "Bra020441" 288
"20377" "Bra020442" 402
"20378" "Bra020443" 192
"20379" "Bra020444" 1680
"20380" "Bra020445" 1680
"20381" "Bra020446" 609
"20382" "Bra020447" 2064
"20383" "Bra020448" 573
"20384" "Bra020449" 693
"20385" "Bra020450" 966
"20386" "Bra020451" 2865
"20387" "Bra020452" 585
"20388" "Bra020453" 390
"20389" "Bra020454" 363
"20390" "Bra020455" 807
"20391" "Bra020456" 180
"20392" "Bra020457" 840
"20393" "Bra020458" 384
"20394" "Bra020459" 1482
"20395" "Bra020460" 1785
"20396" "Bra020461" 1185
"20397" "Bra020462" 741
"20398" "Bra020463" 2601
"20399" "Bra020464" 447
"20400" "Bra020465" 1281
"20401" "Bra020466" 294
"20402" "Bra020467" 1485
"20403" "Bra020468" 1197
"20404" "Bra020469" 1143
"20405" "Bra020470" 807
"20406" "Bra020471" 870
"20407" "Bra020472" 3000
"20408" "Bra020473" 213
"20409" "Bra020474" 801
"20410" "Bra020475" 651
"20411" "Bra020476" 276
"20412" "Bra020477" 498
"20413" "Bra020478" 930
"20414" "Bra020479" 1257
"20415" "Bra020480" 2982
"20416" "Bra020481" 1497
"20417" "Bra020482" 468
"20418" "Bra020483" 381
"20419" "Bra020484" 1491
"20420" "Bra020485" 2001
"20421" "Bra020486" 747
"20422" "Bra020487" 651
"20423" "Bra020488" 1491
"20424" "Bra020489" 1491
"20425" "Bra020490" 528
"20426" "Bra020491" 1182
"20427" "Bra020492" 378
"20428" "Bra020493" 1407
"20429" "Bra020494" 1422
"20430" "Bra020495" 1107
"20431" "Bra020496" 342
"20432" "Bra020497" 2469
"20433" "Bra020498" 1041
"20434" "Bra020499" 372
"20435" "Bra020500" 1101
"20436" "Bra020501" 816
"20437" "Bra020502" 513
"20438" "Bra020503" 582
"20439" "Bra020504" 1464
"20440" "Bra020505" 1002
"20441" "Bra020506" 576
"20442" "Bra020507" 918
"20443" "Bra020508" 1164
"20444" "Bra020509" 1314
"20445" "Bra020510" 897
"20446" "Bra020511" 1074
"20447" "Bra020512" 1068
"20448" "Bra020513" 2973
"20449" "Bra020514" 597
"20450" "Bra020515" 1509
"20451" "Bra020516" 1434
"20452" "Bra020517" 315
"20453" "Bra020518" 2922
"20454" "Bra020519" 330
"20455" "Bra020520" 1188
"20456" "Bra020521" 1248
"20457" "Bra020522" 1557
"20458" "Bra020523" 921
"20459" "Bra020524" 1083
"20460" "Bra020525" 1188
"20461" "Bra020526" 1323
"20462" "Bra020527" 357
"20463" "Bra020528" 657
"20464" "Bra020529" 2166
"20465" "Bra020530" 348
"20466" "Bra020531" 876
"20467" "Bra020532" 1269
"20468" "Bra020533" 2220
"20469" "Bra020534" 264
"20470" "Bra020535" 174
"20471" "Bra020536" 645
"20472" "Bra020537" 405
"20473" "Bra020538" 3456
"20474" "Bra020539" 567
"20475" "Bra020540" 900
"20476" "Bra020541" 1056
"20477" "Bra020542" 2838
"20478" "Bra020543" 765
"20479" "Bra020544" 1470
"20480" "Bra020545" 279
"20481" "Bra020546" 507
"20482" "Bra020547" 2115
"20483" "Bra020548" 531
"20484" "Bra020549" 789
"20485" "Bra020550" 1143
"20486" "Bra020551" 387
"20487" "Bra020552" 1026
"20488" "Bra020553" 1119
"20489" "Bra020554" 435
"20490" "Bra020555" 651
"20491" "Bra020556" 261
"20492" "Bra020557" 2493
"20493" "Bra020558" 456
"20494" "Bra020559" 1794
"20495" "Bra020560" 672
"20496" "Bra020561" 1107
"20497" "Bra020562" 3294
"20498" "Bra020563" 2139
"20499" "Bra020564" 1632
"20500" "Bra020565" 897
"20501" "Bra020566" 636
"20502" "Bra020567" 3201
"20503" "Bra020568" 2268
"20504" "Bra020569" 1128
"20505" "Bra020570" 444
"20506" "Bra020571" 708
"20507" "Bra020572" 1407
"20508" "Bra020573" 1035
"20509" "Bra020574" 345
"20510" "Bra020575" 234
"20511" "Bra020576" 291
"20512" "Bra020577" 1062
"20513" "Bra020578" 1410
"20514" "Bra020579" 249
"20515" "Bra020580" 1080
"20516" "Bra020581" 450
"20517" "Bra020582" 2004
"20518" "Bra020583" 999
"20519" "Bra020584" 2760
"20520" "Bra020585" 2277
"20521" "Bra020586" 1938
"20522" "Bra020587" 1356
"20523" "Bra020588" 1476
"20524" "Bra020589" 1146
"20525" "Bra020590" 504
"20526" "Bra020591" 1146
"20527" "Bra020592" 1428
"20528" "Bra020593" 1074
"20529" "Bra020594" 207
"20530" "Bra020595" 861
"20531" "Bra020596" 675
"20532" "Bra020597" 2217
"20533" "Bra020598" 2673
"20534" "Bra020599" 1542
"20535" "Bra020600" 792
"20536" "Bra020601" 1467
"20537" "Bra020602" 252
"20538" "Bra020603" 4947
"20539" "Bra020604" 546
"20540" "Bra020605" 1305
"20541" "Bra020606" 1659
"20542" "Bra020607" 1827
"20543" "Bra020608" 1311
"20544" "Bra020609" 1719
"20545" "Bra020610" 576
"20546" "Bra020611" 1887
"20547" "Bra020612" 1059
"20548" "Bra020613" 630
"20549" "Bra020614" 396
"20550" "Bra020615" 465
"20551" "Bra020616" 615
"20552" "Bra020617" 1014
"20553" "Bra020618" 2565
"20554" "Bra020619" 2742
"20555" "Bra020620" 948
"20556" "Bra020621" 1140
"20557" "Bra020622" 1209
"20558" "Bra020623" 717
"20559" "Bra020624" 957
"20560" "Bra020625" 1092
"20561" "Bra020626" 516
"20562" "Bra020627" 633
"20563" "Bra020628" 1179
"20564" "Bra020629" 327
"20565" "Bra020630" 318
"20566" "Bra020631" 930
"20567" "Bra020632" 423
"20568" "Bra020633" 1053
"20569" "Bra020634" 963
"20570" "Bra020635" 2181
"20571" "Bra020636" 831
"20572" "Bra020637" 426
"20573" "Bra020638" 5025
"20574" "Bra020639" 1827
"20575" "Bra020640" 774
"20576" "Bra020641" 312
"20577" "Bra020642" 1482
"20578" "Bra020643" 2484
"20579" "Bra020644" 477
"20580" "Bra020645" 576
"20581" "Bra020646" 3678
"20582" "Bra020647" 474
"20583" "Bra020648" 774
"20584" "Bra020649" 1599
"20585" "Bra020650" 423
"20586" "Bra020651" 501
"20587" "Bra020652" 1326
"20588" "Bra020653" 1782
"20589" "Bra020654" 588
"20590" "Bra020655" 1143
"20591" "Bra020656" 1413
"20592" "Bra020657" 594
"20593" "Bra020658" 1713
"20594" "Bra020659" 522
"20595" "Bra020660" 3366
"20596" "Bra020661" 4281
"20597" "Bra020662" 258
"20598" "Bra020663" 1065
"20599" "Bra020664" 1332
"20600" "Bra020665" 504
"20601" "Bra020666" 3264
"20602" "Bra020667" 1599
"20603" "Bra020668" 1845
"20604" "Bra020669" 237
"20605" "Bra020670" 378
"20606" "Bra020671" 975
"20607" "Bra020672" 1254
"20608" "Bra020673" 1371
"20609" "Bra020674" 270
"20610" "Bra020675" 906
"20611" "Bra020676" 438
"20612" "Bra020677" 1509
"20613" "Bra020678" 819
"20614" "Bra020679" 720
"20615" "Bra020680" 663
"20616" "Bra020681" 621
"20617" "Bra020682" 903
"20618" "Bra020683" 660
"20619" "Bra020684" 564
"20620" "Bra020685" 588
"20621" "Bra020686" 762
"20622" "Bra020687" 165
"20623" "Bra020688" 1185
"20624" "Bra020689" 1272
"20625" "Bra020690" 504
"20626" "Bra020691" 1338
"20627" "Bra020692" 2067
"20628" "Bra020693" 1557
"20629" "Bra020694" 426
"20630" "Bra020695" 495
"20631" "Bra020696" 315
"20632" "Bra020697" 654
"20633" "Bra020698" 519
"20634" "Bra020699" 378
"20635" "Bra020700" 1788
"20636" "Bra020701" 2577
"20637" "Bra020702" 2469
"20638" "Bra020703" 4848
"20639" "Bra020704" 1560
"20640" "Bra020705" 1659
"20641" "Bra020706" 2868
"20642" "Bra020707" 228
"20643" "Bra020708" 969
"20644" "Bra020709" 1056
"20645" "Bra020710" 1212
"20646" "Bra020711" 309
"20647" "Bra020712" 306
"20648" "Bra020713" 360
"20649" "Bra020714" 471
"20650" "Bra020715" 1494
"20651" "Bra020716" 1194
"20652" "Bra020717" 1287
"20653" "Bra020718" 1431
"20654" "Bra020719" 3405
"20655" "Bra020720" 1680
"20656" "Bra020721" 1344
"20657" "Bra020722" 273
"20658" "Bra020723" 537
"20659" "Bra020724" 2766
"20660" "Bra020725" 297
"20661" "Bra020726" 783
"20662" "Bra020727" 1839
"20663" "Bra020728" 498
"20664" "Bra020729" 3060
"20665" "Bra020730" 1488
"20666" "Bra020731" 1497
"20667" "Bra020732" 345
"20668" "Bra020733" 633
"20669" "Bra020734" 411
"20670" "Bra020735" 516
"20671" "Bra020736" 606
"20672" "Bra020737" 1380
"20673" "Bra020738" 1065
"20674" "Bra020739" 534
"20675" "Bra020740" 609
"20676" "Bra020741" 723
"20677" "Bra020742" 1734
"20678" "Bra020743" 465
"20679" "Bra020744" 774
"20680" "Bra020745" 582
"20681" "Bra020746" 300
"20682" "Bra020747" 1389
"20683" "Bra020748" 1476
"20684" "Bra020749" 360
"20685" "Bra020750" 1317
"20686" "Bra020751" 3162
"20687" "Bra020752" 618
"20688" "Bra020753" 2382
"20689" "Bra020754" 1035
"20690" "Bra020755" 1623
"20691" "Bra020756" 1809
"20692" "Bra020757" 1962
"20693" "Bra020758" 1332
"20694" "Bra020759" 1245
"20695" "Bra020760" 906
"20696" "Bra020761" 4944
"20697" "Bra020762" 1047
"20698" "Bra020763" 1227
"20699" "Bra020764" 1158
"20700" "Bra020765" 702
"20701" "Bra020766" 282
"20702" "Bra020767" 528
"20703" "Bra020768" 2481
"20704" "Bra020769" 927
"20705" "Bra020770" 1851
"20706" "Bra020771" 825
"20707" "Bra020772" 516
"20708" "Bra020773" 1092
"20709" "Bra020774" 1452
"20710" "Bra020775" 606
"20711" "Bra020776" 543
"20712" "Bra020777" 819
"20713" "Bra020778" 465
"20714" "Bra020779" 912
"20715" "Bra020780" 456
"20716" "Bra020781" 972
"20717" "Bra020782" 606
"20718" "Bra020783" 570
"20719" "Bra020784" 600
"20720" "Bra020785" 1959
"20721" "Bra020786" 480
"20722" "Bra020787" 306
"20723" "Bra020788" 711
"20724" "Bra020789" 279
"20725" "Bra020790" 1542
"20726" "Bra020791" 711
"20727" "Bra020792" 573
"20728" "Bra020793" 1890
"20729" "Bra020794" 1515
"20730" "Bra020795" 519
"20731" "Bra020796" 1278
"20732" "Bra020797" 327
"20733" "Bra020798" 654
"20734" "Bra020799" 411
"20735" "Bra020800" 1245
"20736" "Bra020801" 1551
"20737" "Bra020802" 849
"20738" "Bra020803" 687
"20739" "Bra020804" 774
"20740" "Bra020805" 759
"20741" "Bra020806" 1524
"20742" "Bra020807" 2292
"20743" "Bra020808" 765
"20744" "Bra020809" 1188
"20745" "Bra020810" 1092
"20746" "Bra020811" 480
"20747" "Bra020812" 3045
"20748" "Bra020813" 1308
"20749" "Bra020814" 927
"20750" "Bra020815" 420
"20751" "Bra020816" 1095
"20752" "Bra020817" 300
"20753" "Bra020818" 261
"20754" "Bra020819" 969
"20755" "Bra020820" 2034
"20756" "Bra020821" 3555
"20757" "Bra020822" 1263
"20758" "Bra020823" 1665
"20759" "Bra020824" 543
"20760" "Bra020825" 204
"20761" "Bra020826" 441
"20762" "Bra020827" 2046
"20763" "Bra020828" 2019
"20764" "Bra020829" 765
"20765" "Bra020830" 1464
"20766" "Bra020831" 207
"20767" "Bra020832" 762
"20768" "Bra020833" 894
"20769" "Bra020834" 297
"20770" "Bra020835" 6264
"20771" "Bra020836" 1488
"20772" "Bra020837" 807
"20773" "Bra020838" 1269
"20774" "Bra020839" 354
"20775" "Bra020840" 591
"20776" "Bra020841" 480
"20777" "Bra020842" 777
"20778" "Bra020843" 201
"20779" "Bra020844" 2172
"20780" "Bra020845" 354
"20781" "Bra020846" 1407
"20782" "Bra020847" 1215
"20783" "Bra020848" 1020
"20784" "Bra020849" 588
"20785" "Bra020850" 741
"20786" "Bra020851" 966
"20787" "Bra020852" 1215
"20788" "Bra020853" 1206
"20789" "Bra020854" 774
"20790" "Bra020855" 495
"20791" "Bra020856" 858
"20792" "Bra020857" 2097
"20793" "Bra020858" 930
"20794" "Bra020859" 1188
"20795" "Bra020860" 1185
"20796" "Bra020861" 5826
"20797" "Bra020862" 1509
"20798" "Bra020863" 1524
"20799" "Bra020864" 822
"20800" "Bra020865" 408
"20801" "Bra020866" 300
"20802" "Bra020867" 201
"20803" "Bra020868" 435
"20804" "Bra020869" 858
"20805" "Bra020870" 735
"20806" "Bra020871" 1056
"20807" "Bra020872" 2247
"20808" "Bra020873" 3915
"20809" "Bra020874" 930
"20810" "Bra020875" 1056
"20811" "Bra020876" 3102
"20812" "Bra020877" 1275
"20813" "Bra020878" 489
"20814" "Bra020879" 657
"20815" "Bra020880" 234
"20816" "Bra020881" 837
"20817" "Bra020882" 381
"20818" "Bra020883" 2697
"20819" "Bra020884" 3849
"20820" "Bra020885" 207
"20821" "Bra020886" 438
"20822" "Bra020887" 1794
"20823" "Bra020888" 243
"20824" "Bra020889" 255
"20825" "Bra020890" 1017
"20826" "Bra020891" 360
"20827" "Bra020892" 1032
"20828" "Bra020893" 318
"20829" "Bra020894" 828
"20830" "Bra020895" 1362
"20831" "Bra020896" 630
"20832" "Bra020897" 327
"20833" "Bra020898" 885
"20834" "Bra020899" 1017
"20835" "Bra020900" 864
"20836" "Bra020901" 1140
"20837" "Bra020902" 423
"20838" "Bra020903" 396
"20839" "Bra020904" 1731
"20840" "Bra020905" 2544
"20841" "Bra020906" 207
"20842" "Bra020907" 552
"20843" "Bra020908" 756
"20844" "Bra020909" 1053
"20845" "Bra020910" 501
"20846" "Bra020911" 3588
"20847" "Bra020912" 1341
"20848" "Bra020913" 2511
"20849" "Bra020914" 1095
"20850" "Bra020915" 1596
"20851" "Bra020916" 555
"20852" "Bra020917" 1236
"20853" "Bra020918" 1953
"20854" "Bra020919" 756
"20855" "Bra020920" 402
"20856" "Bra020921" 1218
"20857" "Bra020922" 399
"20858" "Bra020923" 630
"20859" "Bra020924" 381
"20860" "Bra020925" 672
"20861" "Bra020926" 1284
"20862" "Bra020927" 1332
"20863" "Bra020928" 2535
"20864" "Bra020929" 909
"20865" "Bra020930" 414
"20866" "Bra020931" 1560
"20867" "Bra020932" 1164
"20868" "Bra020933" 1488
"20869" "Bra020934" 315
"20870" "Bra020935" 1995
"20871" "Bra020936" 570
"20872" "Bra020937" 438
"20873" "Bra020938" 1833
"20874" "Bra020939" 351
"20875" "Bra020940" 2226
"20876" "Bra020941" 861
"20877" "Bra020942" 1191
"20878" "Bra020945" 1191
"20879" "Bra020946" 1875
"20880" "Bra020947" 1194
"20881" "Bra020948" 1209
"20882" "Bra020949" 681
"20883" "Bra020950" 633
"20884" "Bra020951" 1143
"20885" "Bra020952" 732
"20886" "Bra020953" 1833
"20887" "Bra020954" 1584
"20888" "Bra020955" 849
"20889" "Bra020956" 1050
"20890" "Bra020957" 621
"20891" "Bra020958" 309
"20892" "Bra020959" 618
"20893" "Bra020960" 942
"20894" "Bra020961" 1689
"20895" "Bra020962" 1194
"20896" "Bra020963" 1176
"20897" "Bra020964" 168
"20898" "Bra020965" 486
"20899" "Bra020966" 1818
"20900" "Bra020967" 558
"20901" "Bra020968" 1941
"20902" "Bra020969" 1197
"20903" "Bra020970" 1704
"20904" "Bra020971" 1356
"20905" "Bra020972" 615
"20906" "Bra020973" 219
"20907" "Bra020974" 438
"20908" "Bra020975" 1791
"20909" "Bra020976" 474
"20910" "Bra020977" 1386
"20911" "Bra020978" 603
"20912" "Bra020979" 2175
"20913" "Bra020980" 1161
"20914" "Bra020981" 333
"20915" "Bra020982" 1239
"20916" "Bra020983" 585
"20917" "Bra020984" 1407
"20918" "Bra020985" 1434
